,length,motif length,backend,time in s,setup in s,discovery in s,memory in MB,extent,lower_bound,motiflet,elbows,dataset,memory,version,extent @k,extent @k-lower_bound
34,440001,2048,SCAMPI (1 GB),43.7679903507,9.866728231,30.101523579,4563.69921875,"[32.2292940525, 32.2292940525, 32.2292940525, 69.6616851551, 101.9390496826, 158.0792041338, 190.2994846655, 280.7605428984, 478.2365550672, 526.0229945341]",2.417539274,"[None, None, [352983, 416195], [415941, 352729, 437056], [422596, 351104, 427474, 417222], [417572, 418785, 425009, 427419, 422537], [417205, 351088, 425046, 422582, 418826, 427459], [351125, 427489, 422621, 416834, 354442, 418049, 424676], [355742, 426375, 427984, 417741, 425180, 418962, 423123, 432462], [283957, 207495, 346718, 181396, 188979, 281160, 180297, 344859, 98857]]",[6],Challenge2009TestSetA_101a,1 GB,SCAMPI (1 GB),22.935191181546756,20.517651907546757
35,440001,4096,SCAMPI (1 GB),43.6463494301,8.562860084,31.329987506,4563.69921875,"[201.8406556975, 201.8406556975, 201.8406556975, 514.4941760441, 814.5684854023, 1766.8177562765, 1954.3226563792, 2313.4841839549, 2998.177181236, 3688.7331729964]",3.0008819844,"[None, None, [353744, 424381], [424110, 353880, 416676], [352876, 416081, 420637, 422705], [140834, 345575, 176567, 178800, 188969], [419901, 430484, 415350, 435618, 351321, 422386], [140834, 345575, 176567, 178800, 188969, 206351, 362722], [206784, 345633, 175492, 180674, 131604, 27677, 195665, 165879], [206784, 345633, 175492, 180674, 131604, 27677, 195665, 165879, 275411]]",[4],Challenge2009TestSetA_101a,1 GB,SCAMPI (1 GB),60.73494194445566,57.73405996005566
36,8066432,512,SCAMPI (2 GB),39.6904945374,6.0150544,22.485611382,4582.68359375,"[0.0778829088, 0.0778829088, 0.0778829088, 0.14888465450000002, 0.3044597079, 0.3423013707, 0.4907456363, 0.5167956902, 0.7682354087000001, 0.8242654799]",0.1809382545,"[None, None, [4736812, 8016494], [2194843, 1951625, 3663371], [1475753, 271788, 134654, 1299543], [2204447, 1157561, 1251118, 1635702, 2848366], [7425211, 1738407, 1506508, 8018934, 6254103, 7448070], [1738411, 7425215, 1506512, 7448074, 6254107, 8018938, 2956255], [1635876, 6175892, 2195551, 194408, 1475044, 3771731, 1251274, 2204614], [1506482, 6254080, 7425177, 1738370, 1305021, 5724574, 5988723, 2219514, 165811]]","[3, 5, 7]",solarwind,2 GB,SCAMPI (2 GB),0.9078906761829862,0.7269524216829862
37,8066432,1024,SCAMPI (2 GB),47.3653788567,10.066817413,25.448498581,4582.68359375,"[0.3907376098, 0.3907376098, 0.3907376098, 0.6914564447, 1.6231675298000001, 2.1863816141, 3.2951144146, 4.7382286707, 5.2273939416, 6.3209475716]",0.2868613799,"[None, None, [271608, 1475574], [1251053, 2204370, 1635646], [1251062, 2204379, 1635646, 7464459], [1635634, 2204358, 1251046, 7323722, 1264665], [6901759, 1299290, 1861551, 233233, 2026, 679265], [5570029, 3195939, 6175419, 630268, 1624241, 668192, 7397344], [5570028, 3195939, 6175419, 1624241, 630266, 668192, 7397344, 1089512], [5570028, 3195939, 6175419, 1624241, 630266, 668192, 7397344, 1089512, 6304561]]","[3, 8]",solarwind,2 GB,SCAMPI (2 GB),2.5141494728038745,2.2272880929038745
38,8066432,2048,SCAMPI (2 GB),55.5905418396,14.07454054,29.553225866000002,4582.68359375,"[4.0223202916, 4.0223202916, 4.0223202916, 11.7833985108, 35.349521163, 46.1744235855, 70.2592151996, 79.7365122894, 113.7769883559, 119.7295624598]",0.3853621927,"[None, None, [3627319, 3662207], [3306696, 2035512, 1861267], [334280, 5989709, 329163, 4831517], [4774479, 4183481, 2203344, 2502062, 1411736], [3662330, 3615292, 1411841, 14558, 517381, 5462757], [1568501, 14603, 6124086, 5829989, 1826758, 7290571, 34130], [7694958, 269778, 7762126, 2485373, 2502318, 1154387, 1833042, 5508017], [3305248, 1568488, 2502217, 7340786, 6376214, 2039228, 2847285, 2031079, 1534179]]","[3, 5, 7]",solarwind,2 GB,SCAMPI (2 GB),10.942100459226282,10.556738266526281
39,8066432,4096,SCAMPI (2 GB),59.4949810505,13.111031994,36.470310472,4582.68359375,"[51.6230019489, 51.6230019489, 51.6230019489, 154.0632756627, 295.6584954318, 483.2308361146, 751.349913094, 1048.3684826958, 1146.8182466839, 1503.0044295603]",0.5178224632,"[None, None, [2035502, 3306672], [4828602, 4269375, 1517919], [4549656, 270662, 1179397, 7695798], [1179854, 1215581, 1013055, 271215, 381348], [1179854, 1215581, 1013055, 271215, 381348, 1614713], [4754744, 1820329, 2802491, 827325, 2363133, 1198235, 1875904], [336543, 1198244, 3596700, 4754749, 250356, 2802499, 1174918, 7980010], [330945, 3858462, 2239291, 4626723, 1407291, 6334659, 3185944, 5920227, 2006716]]",[8],solarwind,2 GB,SCAMPI (2 GB),38.768601078196,38.250778614996
40,1439997,512,SCAMPI (4 GB),96.0106418133,21.478028597,61.66356735,9968.2578125,"[0.31258416040000003, 0.31258416040000003, 0.31258416040000003, 1.0043555618, 1.6341505172, 2.6363846346, 3.4074067778, 4.6496292496, 5.9184178927, 6.760464085]",0.5797987109,"[None, None, [779914, 812268], [778808, 780068, 775433], [775433, 778807, 780075, 3222], [778805, 780065, 775432, 3220, 531159], [691284, 775383, 531109, 780010, 778761, 3168], [752041, 314204, 3202, 215180, 673178, 565055, 531153], [775386, 691286, 778766, 531110, 780006, 3163, 686430, 802380], [215149, 565036, 780038, 673151, 752003, 314185, 1180087, 3183, 346833]]",[2],EOG_one_hour_400_Hz,4 GB,SCAMPI (4 GB),2.600089245583697,2.020290534683697
41,1439997,1024,SCAMPI (4 GB),97.2388131618,19.450692213,64.139600337,9968.2578125,"[10.0140264691, 10.0140264691, 10.0140264691, 18.4677070893, 34.5247708858, 51.2773675117, 72.7773390129, 113.8549940148, 137.381045495, 169.9012097727]",0.8930814944000001,"[None, None, [239121, 1324514], [775416, 780043, 1180100], [801487, 1368729, 722279, 1180432], [801487, 1368729, 722279, 1180432, 464916], [1180494, 722332, 809441, 806297, 11003, 953429], [239155, 273184, 675324, 974533, 1280840, 348244, 860531], [223094, 348232, 310488, 497335, 675327, 672992, 286406, 1179890], [672923, 214976, 507583, 860430, 833686, 1070705, 675291, 310480, 1178110]]",[2],EOG_one_hour_400_Hz,4 GB,SCAMPI (4 GB),13.034615827583872,12.141534333183872
42,1439997,2048,SCAMPI (4 GB),131.2199106216,18.978939059000002,97.413354099,9968.2578125,"[74.6421974366, 74.6421974366, 74.6421974366, 143.6710924541, 267.9077629951, 634.7469730117, 775.802286521, 933.3002189808, 1027.7757609494, 1496.4441620544]",1.1485792598,"[None, None, [507203, 1263636], [1322698, 237326, 608323], [1324570, 239204, 497383, 223145], [860419, 1324456, 625570, 183516, 917261], [334354, 579870, 759583, 563081, 271400, 368672], [334354, 579870, 759583, 563081, 271400, 807138, 368672], [334354, 579870, 759583, 563081, 271400, 807138, 368672, 611019], [497360, 917252, 675259, 239209, 612758, 714608, 589329, 1295575, 1280861]]","[4, 8]",EOG_one_hour_400_Hz,4 GB,SCAMPI (4 GB),38.6839005537756,37.5353212939756
43,1439997,4096,SCAMPI (4 GB),132.7267203331,19.03221998,99.819807064,9968.2578125,"[330.4565337051, 330.4565337051, 330.4565337051, 590.3132857273, 1121.3501510306, 1847.0301625925, 3090.7918358581, 4340.5144970664, 5403.2010261194, 6203.5944351411]",1.8863910467,"[None, None, [237780, 1323153], [220739, 236765, 1322126], [1117448, 180856, 1321866, 607483], [1120140, 1324532, 348239, 239184, 686377], [496409, 268037, 611737, 1119127, 78409, 720856], [960091, 638931, 468265, 1236674, 1188412, 621081, 832909], [214087, 1285532, 620839, 1179078, 1384348, 34273, 1345055, 1227363], [1087046, 1388269, 869264, 1165315, 966602, 1345441, 11000, 1412316, 752965]]",[3],EOG_one_hour_400_Hz,4 GB,SCAMPI (4 GB),78.76290011890814,76.87650907220814
44,449919,512,SCAMPI (2 GB),1.0174770355,0.852234135,0.10854142900000001,8756.234375,"[0.0, 0.0, 0.0, 0.0, 4.1294e-06, 2.48571e-05, 4.80124e-05, 7.64758e-05, 0.0001285675, 0.000143033]",0.0075740331000000004,"[None, None, [230909, 66059], [156525, 181573, 233997], [156525, 181573, 233997, 69457], [156531, 181579, 234003, 69463, 74244], [156531, 181579, 234003, 69463, 74244, 328310], [156531, 181579, 234003, 69463, 74244, 328310, 103771], [69463, 234003, 74244, 328310, 103771, 181579, 92529, 156531], [165785, 211072, 188717, 48362, 417337, 374642, 415339, 115242, 245098]]",[4],swtAttack7,2 GB,SCAMPI (2 GB),0.011959640462823287,0.004385607362823287
45,449919,1024,SCAMPI (2 GB),76.5405335426,15.817784756,54.666152086,8756.234375,"[0.0, 0.0, 0.0, 3.086e-07, 0.3452807992, 1.8162050922, 1.9849202653, 2.2180866828, 2.417386391, 2.5960712083]",1.5932060194,"[None, None, [57053, 232626], [56702, 230960, 386991], [56704, 230962, 386993, 95364], [404973, 401094, 415542, 301952, 399696], [404974, 401095, 301953, 399696, 415542, 308019], [411654, 301927, 401070, 335218, 399671, 415517, 446114], [446135, 399693, 301949, 401093, 415540, 308018, 404971, 394355], [411669, 301942, 335233, 415532, 399687, 401087, 308010, 394348, 446128]]",[3],swtAttack7,2 GB,SCAMPI (2 GB),1.6112328224995915,0.018026803099591593
46,449919,2048,SCAMPI (2 GB),73.4604077339,17.514139543,50.656367694,8756.234375,"[0.9047688931000001, 0.9047688931000001, 0.9047688931000001, 2.748989724, 4.5109382615, 7.183308127, 10.0106648745, 12.0919067438, 13.8755896563, 16.1745725164]",2.3122294303,"[None, None, [299081, 309480], [298988, 309387, 432845], [432913, 299056, 309455, 340581], [281518, 351178, 346272, 356308, 366858], [356305, 366858, 351175, 346268, 281514, 273683], [346196, 351102, 366785, 281442, 273610, 356231, 361571], [393338, 414524, 292338, 403953, 300932, 398672, 425138, 388020], [403939, 300918, 414508, 398660, 393323, 292322, 425124, 388005, 382679]]",[2],swtAttack7,2 GB,SCAMPI (2 GB),4.021762364486495,1.709532934186495
47,449919,4096,SCAMPI (2 GB),89.060526371,16.17242456,66.331864381,8756.234375,"[6.1782433662, 6.1782433662, 6.1782433662, 20.8461964208, 35.0933819443, 41.088444347, 78.648002353, 132.6014276726, 163.8198117303, 235.2452718622]",3.1153808393,"[None, None, [309258, 432716], [309041, 432499, 298642], [385971, 396623, 408614, 332175], [396611, 385954, 417843, 332158, 408595], [396622, 385969, 332167, 408609, 417843, 326642], [348984, 359455, 385859, 396517, 408497, 417746, 332063], [214782, 119828, 111065, 161512, 227140, 169537, 104445, 128582], [161481, 111101, 169583, 119850, 214846, 178615, 227123, 128601, 183893]]","[5, 8]",swtAttack7,2 GB,SCAMPI (2 GB),15.33770751651628,12.22232667721628
48,6375000,512,SCAMPI (0.5 GB),5.9741785526,5.341798326,0.128969661,4597.46484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [4825795, 4824795], [4825795, 4824795, 4826795], [4825795, 4824795, 4826795, 4827795], [4825795, 4824795, 4826795, 4827795, 4828795], [4825795, 4824795, 4826795, 4827795, 4828795, 4830795], [4825795, 4824795, 4826795, 4827795, 4828795, 4830795, 4831795], [4825795, 4824795, 4826795, 4827795, 4828795, 4830795, 4831795, 4832795], [4825795, 4824795, 4826795, 4827795, 4828795, 4830795, 4831795, 4832795, 4833795]]",[2],CinC_Challenge,0.5 GB,SCAMPI (0.5 GB),0.0,0.0
49,6375000,1024,SCAMPI (0.5 GB),8.3716235161,7.73030782,0.132354098,4597.46484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [4823591, 4824591], [4823591, 4824591, 4825591], [4823591, 4824591, 4825591, 4826591], [4823591, 4824591, 4825591, 4826591, 4827591], [4823591, 4824591, 4825591, 4826591, 4827591, 4828591], [4823591, 4824591, 4825591, 4826591, 4827591, 4828591, 4829591], [4823591, 4824591, 4825591, 4826591, 4827591, 4828591, 4829591, 4830591], [4823591, 4824591, 4825591, 4826591, 4827591, 4828591, 4829591, 4830591, 4831591]]",[2],CinC_Challenge,0.5 GB,SCAMPI (0.5 GB),0.0,0.0
50,6375000,2048,SCAMPI (0.5 GB),8.2580938339,7.354721042,0.37208844500000005,4597.46484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [4824632, 4833632], [4824632, 4833632, 4838632], [4824632, 4833632, 4838632, 4827632], [4824632, 4833632, 4838632, 4827632, 4829632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632, 4835632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632, 4835632, 4841632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632, 4835632, 4841632, 4843632]]",[2],CinC_Challenge,0.5 GB,SCAMPI (0.5 GB),0.0,0.0
51,6375000,4096,SCAMPI (0.5 GB),8.5481169224,7.356996625,0.6910821810000001,4597.46484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [4823239, 4826239], [4823239, 4826239, 4829239], [4823239, 4826239, 4829239, 4832239], [4823239, 4826239, 4829239, 4832239, 4835239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239, 4841239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239, 4841239, 4844239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239, 4841239, 4844239, 4847239]]",[2],CinC_Challenge,0.5 GB,SCAMPI (0.5 GB),0.0,0.0
52,2100777,512,SCAMPI (0.5 GB),2.8157405853,2.359741885,0.213351106,4593.8828125,"[1.2880000000000002e-07, 1.2880000000000002e-07, 1.2880000000000002e-07, 6.408067358e-20, 1.622913815e-19, 7.963493883e-18, 6e-10, 9e-10, 1.3e-09, 1.7000000000000001e-09]",4.0757700000000005e-05,"[None, None, [192066, 584002], [595681, 616681, 1009141], [595681, 616681, 1009141, 1014793], [674461, 595681, 616681, 1009141, 1014793], [674461, 595681, 616681, 1009141, 1014793, 48769], [674461, 595681, 616681, 1009141, 1014793, 48769, 25437], [674461, 595681, 616681, 1009141, 1014793, 48769, 25437, 2011193], [674461, 595681, 616681, 1009141, 1014793, 48769, 25437, 2011193, 37329]]",[2],water,0.5 GB,SCAMPI (0.5 GB),4.123105625617661e-05,4.733562561766048e-07
53,2100777,1024,SCAMPI (0.5 GB),3.994345665,3.715970291,0.10276312900000001,4593.8828125,"[1.768359881e-19, 1.768359881e-19, 1.768359881e-19, 9.463436596e-18, 1.41e-08, 3.84e-08, 2.164e-07, 2.852e-07, 4.372e-07, 6.642e-07]",0.0008149733000000001,"[None, None, [24901, 53793], [76817, 24901, 53793], [76817, 24901, 53793, 30445], [24901, 53793, 30445, 726069, 76817], [48767, 151639, 221251, 169299, 800991, 204015], [48767, 151639, 221251, 169299, 800991, 204015, 1031307], [48766, 151638, 221250, 169298, 800990, 204014, 1031306, 365102], [48767, 151639, 221251, 169299, 800991, 204015, 1031307, 365103, 411279]]",[2],water,0.5 GB,SCAMPI (0.5 GB),0.0008149846624323675,1.1362432367385822e-08
54,2100777,2048,SCAMPI (0.5 GB),16.1520261765,4.005327493,9.544909739,4593.8828125,"[5.2049556171, 5.2049556171, 5.2049556171, 14.3827959007, 24.5554073416, 34.65436233, 40.2997551526, 54.9294691417, 64.4932648859, 75.667009406]",0.4316639919,"[None, None, [179277, 1629766], [1330224, 1635470, 1768144], [909032, 1214424, 736182, 1191174], [1082193, 863272, 1353230, 242779, 673123], [435742, 1008462, 1480803, 1400320, 1855273, 720346], [1014091, 1837933, 716200, 1722768, 1152338, 1659389, 1348388], [560591, 435757, 1152144, 1008466, 76830, 1855265, 362141, 53732], [1013922, 1757125, 939001, 1855333, 1348213, 1722581, 1256035, 716016, 1745631]]",[6],water,0.5 GB,SCAMPI (0.5 GB),8.69867860114397,8.267014609243969
55,2100777,4096,SCAMPI (0.5 GB),13.5438866615,3.690927446,7.613688907,4593.8828125,"[58.3595937775, 58.3595937775, 58.3595937775, 85.1412401062, 196.1259022765, 272.2353504777, 322.3822606285, 338.5547330264, 352.2717742946, 468.013074271]",0.5642181646000001,"[None, None, [136689, 872555], [1190689, 908557, 850869], [786454, 936345, 575043, 1754288], [161605, 609265, 288314, 334005, 1571433], [786454, 936345, 575043, 1754288, 1299236, 1875313], [1587288, 136931, 872799, 309533, 976305, 901438, 705762], [1587288, 136931, 872799, 309533, 976305, 901438, 705762, 142843], [1587288, 136931, 872799, 309533, 976305, 901438, 705762, 142843, 1258752]]","[3, 8]",water,0.5 GB,SCAMPI (0.5 GB),21.63360982986889,21.069391665268892
56,180000,512,SCAMPI (1 GB),58.4955637455,13.280392757,41.135610968,1317.37890625,"[16.9484954762, 16.9484954762, 16.9484954762, 24.2592714294, 37.9255225975, 66.4437095133, 85.3892018072, 94.9392552352, 116.69052541800001, 129.1482889008]",2.1459172054,"[None, None, [145579, 160801], [62996, 83661, 974], [62947, 83611, 924, 107037], [29499, 139620, 165173, 75877, 22544], [29499, 139620, 165173, 75877, 22544, 27499], [139547, 26393, 113496, 155606, 115478, 165096, 70129], [139547, 26393, 113496, 155606, 115478, 165096, 70129, 166163], [139547, 26393, 113496, 155606, 115478, 33161, 165096, 70129, 166163]]","[4, 7]",EOG_one_hour_50_Hz,1 GB,SCAMPI (1 GB),11.364342871490635,9.218425666090635
57,180000,1024,SCAMPI (1 GB),62.1078236103,12.939896393,45.030842218,1336.37890625,"[74.5527298006, 74.5527298006, 74.5527298006, 139.5491555227, 272.2548068872, 404.0952183026, 549.0801057705, 637.1790636254, 819.8779992207, 1141.4062214599]",3.1714585944,"[None, None, [62537, 83202], [62613, 83281, 595], [27567, 29567, 165242, 22613], [22421, 9407, 26350, 145037, 116208], [62497, 83165, 103247, 94343, 468, 36698], [65479, 94267, 21252, 30507, 74668, 83092, 25829], [155204, 139143, 32755, 21279, 43780, 144535, 71843, 47897], [9020, 144654, 28995, 65455, 83221, 40241, 43620, 25978, 100630]]","[3, 7]",EOG_one_hour_50_Hz,1 GB,SCAMPI (1 GB),33.78470395696698,30.61324536256698
58,180000,2048,SCAMPI (1 GB),58.3430480957,14.052994031,40.217346848,1363.234375,"[375.0888927048, 375.0888927048, 375.0888927048, 578.0453248639, 1148.8969083179, 1625.3716939465, 2280.9917899636, 2280.9917899636, 2280.9917899636, 2584.8092085578]",4.4985216321,"[None, None, [157739, 167974], [82103, 68708, 24838], [64446, 24943, 31706, 143630], [20423, 28172, 143845, 93441, 156138], [134718, 156784, 84563, 21875, 167020, 8851], [134718, 156784, 84563, 21875, 167020, 8851, 61094], [134718, 156784, 84563, 21875, 167020, 8851, 61094, 25796], [134718, 156784, 84563, 21875, 167020, 8851, 61094, 25796, 150044]]","[3, 8]",EOG_one_hour_50_Hz,1 GB,SCAMPI (1 GB),50.84101895672234,46.342497324622336
59,180000,4096,SCAMPI (1 GB),71.2137451172,13.668292449,53.385709564,1448.1796875,"[1487.0380959693, 1487.0380959693, 1487.0380959693, 2421.5213816711, 4106.6600453306, 6039.9322303982, 6334.3524063852, 6334.3524063852, 7747.3060668887, 7747.3060668887]",7.0682090298,"[None, None, [59557, 80224], [18180, 141585, 22894], [62289, 156847, 167058, 25844], [23395, 142103, 80671, 54710, 73676], [133167, 26338, 4776, 77196, 157336, 79294], [133167, 26338, 4776, 77196, 157336, 79294, 172761], [133167, 26338, 4776, 77196, 157336, 79294, 172761, 84971], [133167, 26338, 4776, 77196, 157336, 79294, 172761, 84971, 57787]]",[7],EOG_one_hour_50_Hz,1 GB,SCAMPI (1 GB),88.01878246652075,80.95057343672075
60,449919,512,SCAMPI (0.25 GB),1.0067851543,0.863142044,0.098081864,17531.99609375,"[0.0, 0.0, 0.0, 0.0, 4.1294e-06, 2.48571e-05, 4.80124e-05, 7.64758e-05, 0.0001285675, 0.000143033]",0.0075740331000000004,"[None, None, [230909, 66059], [156525, 181573, 233997], [156525, 181573, 233997, 69457], [156531, 181579, 234003, 69463, 74244], [156531, 181579, 234003, 69463, 74244, 328310], [156531, 181579, 234003, 69463, 74244, 328310, 103771], [69463, 234003, 74244, 328310, 103771, 181579, 92529, 156531], [165785, 211072, 188717, 48362, 417337, 374642, 415339, 115242, 245098]]",[4],swtAttack7,0.25 GB,SCAMPI (0.25 GB),0.011959640462823287,0.004385607362823287
61,449919,1024,SCAMPI (0.25 GB),12.8067388535,2.958367597,8.882100377,17531.99609375,"[0.0, 0.0, 0.0, 3.086e-07, 0.3452807992, 1.8162050922, 1.9849202653, 2.2180866828, 2.417386391, 2.6005039379]",1.1562732649,"[None, None, [57053, 232626], [56702, 230960, 386991], [56704, 230962, 386993, 95364], [404973, 401094, 415542, 301952, 399696], [404974, 401095, 415543, 301953, 399696, 308019], [399671, 401070, 301928, 415519, 411654, 446114, 335220], [404971, 401092, 415540, 301950, 399693, 308016, 446135, 394355], [394346, 308009, 401083, 335232, 301942, 399684, 411668, 446127, 415533]]",[3],swtAttack7,0.25 GB,SCAMPI (0.25 GB),1.612607806597748,0.456334541697748
62,449919,2048,SCAMPI (0.25 GB),14.666873455,4.304383534,9.305137894,17531.99609375,"[0.9047688931000001, 0.9047688931000001, 0.9047688931000001, 2.748989724, 4.5109382615, 7.1868723941, 10.0106648745, 12.1124835177, 14.1204462791, 16.3229323997]",1.6579651542,"[None, None, [299081, 309480], [298988, 309387, 432845], [299056, 309455, 432913, 340581], [281517, 351178, 346271, 366858, 356307], [366858, 351175, 356305, 346271, 281515, 273683], [346208, 351115, 366797, 281453, 273622, 356244, 361582], [403951, 300929, 414521, 398671, 393335, 292332, 388018, 425135], [403939, 300918, 414508, 393324, 292322, 398664, 425126, 388007, 382678]]",[2],swtAttack7,0.25 GB,SCAMPI (0.25 GB),4.040164897587721,2.382199743387721
